timestep, acc_reward
469000, 184.64
470000, 183.66
471000, 186.98
472000, 121.81
473000, 223.73
474000, 203.52
475000, 222.35
476000, 220.36
477000, 237.09
478000, 229.17
479000, 223.25
480000, 235.51
481000, 226.06
482000, 235.40
483000, 206.91
484000, 215.49
485000, 86.11
486000, 221.35
487000, 236.52
488000, 221.80
489000, 210.20
490000, 206.29
491000, 198.79
492000, 202.92
493000, 202.47
494000, 201.14
495000, 197.05
496000, 198.76
497000, 211.56
498000, 228.43
499000, 209.85
500000, 216.77
501000, 245.65
502000, 215.84
503000, 179.76
504000, 218.93
505000, 205.09
506000, 230.09
507000, 206.61
508000, 206.87
509000, 229.26
510000, 214.30
511000, 206.57
512000, 230.98
513000, 226.87
514000, 239.55
515000, 221.52
516000, 224.81
517000, 221.38
518000, 230.75
519000, 235.32
520000, 229.12
521000, 226.57
522000, 225.17
523000, 233.34
524000, 204.06
525000, 203.78
526000, 209.73
527000, 210.09
528000, 213.26
529000, 219.62
530000, 207.06
531000, 207.06
532000, 211.43
533000, 204.49
534000, 209.11
535000, 214.02
536000, 234.58
537000, 108.06
538000, 220.68
539000, 231.40
540000, 221.18
541000, 227.25
542000, 218.67
543000, 211.39
544000, 218.97
545000, 228.75
546000, 235.99
547000, 233.60
548000, 42.45
549000, 236.17
550000, 237.53
551000, 237.83
552000, 222.78
553000, 231.50
554000, 225.71
555000, 246.72
556000, 242.88
557000, 241.45
558000, 237.47
559000, 231.42
560000, 239.17
561000, 234.54
562000, 224.70
563000, 230.19
564000, 242.32
565000, 234.22
566000, 229.10
567000, 231.97
568000, 225.52
569000, 233.51
570000, 241.20
571000, 239.16
572000, 239.35
573000, 229.85
574000, 221.40
575000, 235.01
576000, 229.98
577000, 226.20
578000, 236.21
579000, 231.24
580000, 203.69
581000, 196.90
582000, 233.50
583000, 232.47
584000, 228.85
585000, 234.79
586000, 235.55
587000, 228.64
588000, 228.39
589000, 227.69
590000, 236.87
591000, 237.98
592000, 231.28
593000, 234.61
594000, 229.65
595000, 203.21
596000, 158.48
597000, 204.18
598000, 174.86
599000, 198.08
600000, 206.11
601000, 191.01
602000, 200.87
603000, 216.66
604000, 223.17
605000, 218.38
606000, 232.63
607000, 239.86
608000, 230.55
609000, 220.21
610000, 228.59
611000, 230.86
612000, 76.73
613000, 239.65
614000, 238.83
615000, 231.11
616000, 240.81
617000, 232.30
618000, 107.08
619000, 240.23
620000, 235.76
621000, 236.80
622000, 237.78
623000, 203.02
624000, 184.18
625000, 236.12
626000, 215.41
627000, 215.04
628000, 210.90
629000, 197.68
630000, 213.84
631000, 204.63
632000, 203.06
633000, 206.22
634000, 211.26
635000, 232.93
636000, 226.43
637000, 222.10
638000, 227.85
639000, 236.44
640000, 223.58
641000, 237.69
642000, 231.47
643000, 226.44
644000, 235.35
645000, 238.94
646000, 239.34
647000, 235.53
648000, 235.53
649000, 188.64
650000, 231.78
651000, 224.51
652000, 228.87
653000, 205.02
654000, 228.07
655000, 232.21
656000, 204.70
657000, 227.72
658000, 231.50
659000, 234.90
660000, 233.32
661000, 234.90
662000, 227.24
663000, 228.25
664000, 229.66
665000, 232.47
666000, 219.50
667000, 232.17
668000, 234.46
669000, 153.65
670000, 233.66
671000, 230.46
672000, 230.40
673000, 217.59
674000, 210.70
675000, 210.52
676000, 221.16
677000, 224.09
678000, 233.06
679000, 228.16
680000, 236.24
681000, 229.81
682000, 228.98
683000, 223.90
684000, 221.19
685000, 235.50
686000, 237.72
687000, 233.64
688000, 244.16
689000, 234.21
690000, 224.55
691000, 222.24
692000, 189.94
693000, 184.50
694000, 179.83
695000, 179.32
696000, 218.46
697000, 216.67
698000, 159.16
699000, 206.52
700000, 221.36
701000, 238.95
702000, 234.96
703000, 227.29
704000, 220.66
705000, 235.74
706000, 230.44
707000, 239.96
708000, 110.90
709000, 239.24
710000, 5.48
711000, 233.09
712000, 230.23
713000, 240.72
714000, 239.80
715000, 235.23
716000, 237.46
717000, 229.30
718000, 229.85
719000, 232.22
720000, 223.83
721000, 235.58
722000, 229.30
723000, 231.04
724000, 227.42
725000, 232.21
726000, 225.54
727000, 176.21
728000, 218.02
729000, 231.31
730000, 240.46
731000, 238.22
732000, 231.13
733000, 232.26
734000, 230.96
735000, 230.14
736000, 230.82
737000, 212.16
738000, 92.43
739000, 229.96
740000, 238.80
741000, 204.36
742000, 149.37
743000, 228.60
744000, 240.15
745000, 240.10
746000, 238.01
747000, 242.35
748000, 225.71
749000, 229.29
750000, 207.13
751000, 214.28
752000, 213.99
753000, 184.74
754000, 234.32
755000, 214.75
756000, 237.56
757000, 238.03
758000, 235.36
759000, 223.28
760000, 228.52
761000, 226.90
762000, 229.38
763000, 221.33
764000, 217.36
765000, 238.34
766000, 206.07
767000, 245.19
768000, 241.46
769000, 235.53
770000, 230.69
771000, 229.04
772000, 241.24
773000, 222.83
774000, 236.56
775000, 232.87
776000, 226.35
777000, 235.15
778000, 226.11
779000, 240.30
780000, 239.98
781000, 238.19
782000, 164.65
783000, 224.22
784000, 219.17
785000, 108.02
786000, 119.79
787000, 211.48
788000, 206.70
789000, 225.67
790000, 226.32
791000, 225.92
792000, 225.41
793000, 228.21
794000, 220.30
795000, 232.20
796000, 223.40
797000, 234.10
798000, 215.70
799000, 203.88
800000, 211.80
801000, 222.74
802000, 234.34
803000, 231.63
804000, 231.80
805000, 223.04
806000, 203.36
807000, 203.85
808000, 197.18
809000, 200.21
810000, 121.21
811000, 193.34
812000, 199.52
813000, 202.61
814000, 185.61
815000, 91.23
816000, 228.13
817000, 240.04
818000, 247.30
819000, 233.25
820000, 244.72
821000, 241.48
822000, 243.45
823000, 241.74
824000, 232.95
825000, 231.51
826000, 218.97
827000, 229.70
828000, 219.21
829000, 213.01
830000, 203.48
831000, 211.29
832000, 152.02
833000, 209.05
834000, 167.89
835000, 213.32
836000, 165.58
837000, 219.63
838000, 222.45
839000, 215.25
840000, 19.01
841000, 192.95
842000, 231.68
843000, 225.64
844000, 19.06
845000, 237.33
846000, 233.81
847000, 230.44
848000, 207.97
849000, 234.26
850000, 31.88
851000, 228.95
852000, 223.61
853000, 213.97
854000, 222.41
855000, 210.78
856000, 227.93
857000, 229.18
858000, 229.67
859000, 234.72
860000, 228.18
861000, 166.15
862000, 222.83
863000, 223.15
864000, 227.32
865000, 225.86
866000, 222.70
867000, 142.43
868000, 204.78
869000, 98.98
870000, 230.27
871000, 123.90
872000, 160.05
873000, 226.55
874000, 79.58
875000, 210.44
876000, 159.40
877000, 165.32
878000, 227.58
